category,product_name,brand,price,Product_Id,size,item_num,love_count,rating,reviews_count,link
Fragrance/Value & Gift Sets/Perfume Gift Sets,Cashmere Mist Favorites Set,Donna Karan,120.0,P438536,na,2153641,277,5,1,https://www.sephora.com/product/cashmere-mist-favorites-set-P438536?icid2=products
Hair/Hair Styling & Treatments/Scalp & Hair Treatments,Gloss+ Semi-permanent Hair Color and Deep Conditioner,dpHUE,35.0,P409401,6.5 oz/ 192 mL,2204592,16100,3.8137,161,https://www.sephora.com/product/color-boosting-gloss-deep-conditioning-treatment-P409401?icid2=products
Hair/Hair Styling & Treatments/Scalp & Hair Treatments,Apple Cider Vinegar Hair Rinse,dpHUE,15.0,P407068,8.5 oz/ 250 mL,1815208,26618,4.0587,715,https://www.sephora.com/product/apple-cider-vinegar-hair-rinse-P407068?icid2=products
Hair/Value & Gift Sets,Cool Blonde & Gloss+ Trio,dpHUE,52.0,P450077,na,2295178,571,5,1,https://www.sephora.com/product/cool-blonde-gloss-trio-P450077?icid2=products
Hair/Value & Gift Sets,Apple Cider Vinegar Scalp Scrub & Hair Rinse Duo,dpHUE,50.0,P430958,na,2213692,8648,4.68,25,https://www.sephora.com/product/apple-cider-vinegar-scalp-scrub-hair-rinse-duo-P430958?icid2=products
Hair/Hair Styling & Treatments/Scalp & Hair Treatments,Root Touch-up Kit,dpHUE,30.0,P409350,Dark Blonde,2231579,3050,4.1628,43,https://www.sephora.com/product/root-touch-up-kit-P409350?skuId=2231603&icid2=products
Hair/Hair Styling & Treatments/Scalp & Hair Treatments,Apple Cider Vinegar Scalp Scrub,dpHUE,38.0,P425020,9 oz,2019826,6607,3.4744,78,https://www.sephora.com/product/apple-cider-vinegar-scalp-scrub-P425020?icid2=products
Hair/Shampoo & Conditioner/Shampoo,Cool Brunette Shampoo,dpHUE,26.0,P431190,8.5 oz/ 250 mL,2232270,1974,3.7857,14,https://www.sephora.com/product/cool-brunette-shampoo-P431190?icid2=products
Hair/Mini Size,Apple Cider Vinegar Hair Rinse Mini,dpHUE,15.0,P436709,3 oz/ 88 mL,2150969,0,4.8333,6,https://www.sephora.com/product/apple-cider-vinegar-hair-rinse-mini-P436709?icid2=products
Hair/Hair Styling & Treatments/Scalp & Hair Treatments,Apple Cider Vinegar Leave-In Hair Therapy,dpHUE,30.0,P407886,6 oz/ 177 mL,1815224,6119,4.0638,47,https://www.sephora.com/product/apple-cider-vinegar-leave-in-hair-therapy-P407886?icid2=products
Hair/Hair Styling & Treatments/Hair Masks,Apple Cider Vinegar Hair Masque,dpHUE,42.0,P436708,9 oz/ 266 mL,2150985,1651,4.4038,426,https://www.sephora.com/product/apple-cider-vinegar-hair-masque-P436708?icid2=products
Hair/Shampoo & Conditioner/Shampoo,Cool Blonde Shampoo,dpHUE,26.0,P407062,8.5 oz/ 250 mL,2231769,5954,3.8472,72,https://www.sephora.com/product/cool-blonde-shampoo-P407062?icid2=products
Hair/Shampoo & Conditioner/Conditioner,Cool Brunette Conditioner,dpHUE,26.0,P431191,6.5 oz/ 192 mL,2232288,1210,3.75,8,https://www.sephora.com/product/cool-brunette-conditioner-P431191?icid2=products
Skincare/Moisturizers/Moisturizers,No Worries Hydrating Face Moisturizer,Dr Roebuck's,45.0,P430835,1.69 oz/ 50 mL,2075539,4587,4.1955,220,https://www.sephora.com/product/no-worries-hydrating-face-moisturizer-P430835?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,Down Under Collagen Boosting Eye Treatment,Dr Roebuck's,38.0,P430833,0.5 oz/ 15 mL,2075638,7471,3.7021,94,https://www.sephora.com/product/down-under-collagen-boosting-eye-treatment-P430833?icid2=products
Skincare/Cleansers/Toners,Lifesaver Skin Brightening Toner,Dr Roebuck's,28.0,P430828,3.38 oz/ 100 mL,2075620,3058,4.5714,14,https://www.sephora.com/product/lifesaver-skin-brightening-toner-P430828?icid2=products
Skincare/Masks/Face Masks,Uluru Purifying Mask,Dr Roebuck's,28.0,P430829,1.69 oz/ 50 mL,2075505,3621,4.7895,19,https://www.sephora.com/product/uluru-purifying-mask-P430829?icid2=products
Skincare/Masks/Face Masks,Daintree AHA Brightening Mask,Dr Roebuck's,28.0,P430831,1.69 oz/ 50 mL,2065886,2427,4.7857,14,https://www.sephora.com/product/daintree-aha-brightening-mask-P430831?icid2=products
Skincare/Cleansers/Exfoliators,Byron 2-in-1 Mask + Scrub,Dr Roebuck's,30.0,P430825,1.69 oz/ 50 mL,2075646,3958,4.4444,72,https://www.sephora.com/product/byron-2-in-1-mask-scrub-P430825?icid2=products
Skincare/Treatments/Face Serums,Perky Collagen Boosting Serum,Dr Roebuck's,60.0,P430824,1 oz/ 30 mL,2075562,2172,3.9444,36,https://www.sephora.com/product/perky-collagen-boosting-serum-P430824?icid2=products
Skincare/Masks/Face Masks,Tama Healing Mask,Dr Roebuck's,28.0,P430830,1.69 oz/ 50 mL,2075513,2713,4.1429,14,https://www.sephora.com/product/tama-healing-mask-P430830?icid2=products
Skincare/Treatments/Face Serums,Ningaloo Copper Peptide Firming Serum,Dr Roebuck's,68.0,P449404,1.01 oz/ 30 mL,2269694,1340,3.4,5,https://www.sephora.com/product/ningaloo-copper-peptide-firming-serum-P449404?icid2=products
Skincare/Treatments/Face Serums,True Blue Hydrating Serum,Dr Roebuck's,60.0,P430837,1 oz/ 30 mL,2075661,1681,4.4762,21,https://www.sephora.com/product/true-blue-hydrating-serum-P430837?icid2=products
Skincare/Treatments/Face Serums,Surf Chaser Reverse Aging Serum,Dr Roebuck's,60.0,P430836,1 oz/ 30 mL,2075554,717,3.875,16,https://www.sephora.com/product/surf-chaser-reverse-aging-serum-P430836?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,Noosa Nourishing Crème Cleanser,Dr Roebuck's,25.0,P430823,3.38 oz/ 100 mL,2075588,1129,4.1429,35,https://www.sephora.com/product/noosa-nourishing-cr-me-cleanser-P430823?icid2=products
Skincare/Value & Gift Sets,Advent Calendar,Dr. Barbara Sturm,495.0,P449632,na,2270239,622,3.8,5,https://www.sephora.com/product/dr-barbara-sturm-advent-calendar-P449632?icid2=products
Skincare/Treatments/Face Serums,Hyaluronic Serum,Dr. Barbara Sturm,300.0,P447212,1 oz/ 30 mL,2269892,1802,2.6222,90,https://www.sephora.com/product/dr-barbara-sturm-hyaluronic-serum-P447212?icid2=products
Skincare/Value & Gift Sets,Winter Essentials Kit,Dr. Barbara Sturm,215.0,P451979,na,2289213,409,5,1,https://www.sephora.com/product/dr-barbara-sturm-winter-essentials-kit-P451979?icid2=products
Skincare/Moisturizers/Moisturizers,Face Cream,Dr. Barbara Sturm,215.0,P447781,1.69 oz/ 50 mL,2269967,1147,4.6,5,https://www.sephora.com/product/dr-barbara-sturm-face-cream-P447781?icid2=products
Skincare/Treatments/Face Serums,Super Anti-Aging Serum,Dr. Barbara Sturm,350.0,P447787,1 oz/ 30 mL,2269900,1247,3.2,10,https://www.sephora.com/product/dr-barbara-sturm-super-anti-aging-serum-P447787?icid2=products
Skincare/Treatments/Face Serums,Glow Drops,Dr. Barbara Sturm,145.0,P447782,1 oz/ 30 mL,2269926,2573,3.1667,12,https://www.sephora.com/product/dr-barbara-sturm-glow-drops-P447782?icid2=products
Skincare/Cleansers/Face Wash & Cleansers,Cleanser,Dr. Barbara Sturm,70.0,P447783,5 oz/ 150 mL,2269991,1254,5,9,https://www.sephora.com/product/dr-barbara-sturm-cleanser-P447783?icid2=products
Skincare/Treatments/Face Serums,Anti-Pollution Drops,Dr. Barbara Sturm,145.0,P447790,1 oz/ 30 mL,2269959,1423,5,5,https://www.sephora.com/product/dr-barbara-sturm-anti-pollution-drops-P447790?icid2=products
Skincare/Value & Gift Sets,Discovery Kit,Dr. Barbara Sturm,110.0,P448552,na,2270213,2169,2.5,4,https://www.sephora.com/product/dr-barbara-sturm-discovery-kit-P448552?icid2=products
Skincare/Treatments/Face Serums,Calming Serum,Dr. Barbara Sturm,250.0,P447788,1 oz/ 30 mL,2269918,801,3.8333,6,https://www.sephora.com/product/dr-barbara-sturm-calming-serum-P447788?icid2=products
Skincare/Moisturizers/Moisturizers,Face Cream Light,Dr. Barbara Sturm,205.0,P449601,1.69 oz/ 50 mL,2278653,252,5,1,https://www.sephora.com/product/dr-barbara-sturm-face-cream-light-P449601?icid2=products
Skincare/Value & Gift Sets,Flight Essentials Kit,Dr. Barbara Sturm,225.0,P449603,na,2278703,1175,3,2,https://www.sephora.com/product/dr-barbara-sturm-flight-essentials-kit-P449603?icid2=products
Makeup/Face/Face Primer,pores no more® pore refiner primer,Dr. Brandt Skincare,22.0,P139005,1 oz,1161629,94106,4.2589,3113,https://www.sephora.com/product/pores-no-more-pore-refiner-primer-P139005?icid2=products
Skincare/Cleansers/Exfoliators,microdermabrasion age defying exfoliator,Dr. Brandt Skincare,79.0,P45503,2 oz,1161520,43111,4.6608,1247,https://www.sephora.com/product/microdermabrasion-age-defying-exfoliator-P45503?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,needles no more® NO MORE BAGGAGE™ eye de-puffing gel,Dr. Brandt Skincare,42.0,P421759,0.5 oz/ 15 g,1966878,21847,3.6752,1213,https://www.sephora.com/product/no-more-baggage-eye-de-puffing-gel-P421759?icid2=products
Skincare/Moisturizers/Decollete & Neck Creams,needles no more® Neck Sculpting Cream,Dr. Brandt Skincare,95.0,P440302,1.7 oz/ 50 g,2167633,3328,3.9565,23,https://www.sephora.com/product/needles-no-more-neck-sculpting-cream-P440302?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,Do Not Age with Dr. Brandt Triple Peptide Eye Cream,Dr. Brandt Skincare,82.0,P383053,0.5 oz/ 15 mL,1564483,7573,4.2602,123,https://www.sephora.com/product/do-not-age-with-dr-brandt-triple-peptide-eye-cream-P383053?icid2=products
Skincare/Treatments/Face Serums,Needles No More™ Wrinkle Smoothing Cream,Dr. Brandt Skincare,89.0,P391802,0.5 oz,1658434,12663,3.4234,444,https://www.sephora.com/product/needles-no-more-P391802?icid2=products
Skincare/Moisturizers/Decollete & Neck Creams,Do Not Age with Dr. Brandt Moisturizing Neck Cream,Dr. Brandt Skincare,67.0,P383052,1.7 oz/ 50 mL,1564475,5278,4.069,87,https://www.sephora.com/product/do-not-age-with-dr-brandt-moisturizing-neck-cream-P383052?icid2=products
Skincare/Masks/Face Masks,pores no more® Vacuum Cleaner® Pore Purifying Mask,Dr. Brandt Skincare,42.0,P429662,1 oz/ 30 g,2062933,8013,4.0294,170,https://www.sephora.com/product/pores-no-more-vacuum-cleaner-pore-purifying-mask-P429662?icid2=products
Skincare/Treatments/Face Serums,Dark Spots No More® Triple Acid Spot Minimizing Concentrate,Dr. Brandt Skincare,68.0,P453822,0.5 oz/ 15 mL,2304111,491,na,na,https://www.sephora.com/product/dr-brandt-skincare-dark-spots-no-more-triple-acid-spot-minimizing-concentrate-P453822?icid2=products
Skincare/Masks/Face Masks,Hydro Biotic™ Recovery Sleeping Mask,Dr. Brandt Skincare,52.0,P427397,na,2027860,10663,4.5977,1039,https://www.sephora.com/product/hydro-biotic-tm-recovery-sleeping-mask-P427397?icid2=products
Skincare/Moisturizers/Moisturizers,Do Not Age with Dr. Brandt Time Reversing Cream,Dr. Brandt Skincare,132.0,P383051,1.7 oz / 50 mL,1564467,2040,4.2055,73,https://www.sephora.com/product/do-not-age-with-dr-brandt-time-reversing-cream-P383051?icid2=products
Skincare/Cleansers/Exfoliators,PoreDermabrasion™ Pore Perfecting Exfoliator,Dr. Brandt Skincare,58.0,P397310,2 oz,1709831,17001,4.2364,275,https://www.sephora.com/product/poredermabrasion-pore-perfecting-exfoliator-P397310?icid2=products
Skincare/Treatments/Facial Peels,Alpha Beta® Extra Strength Daily Peel,Dr. Dennis Gross Skincare,17.0,P269122,30 Treatments + 5 Bonus ,1499482,105696,4.5595,5022,https://www.sephora.com/product/alpha-beta-peel-extra-strength-daily-peel-P269122?icid2=products
Skincare/High Tech Tools/Anti-Aging,SpectraLite™ Faceware Pro,Dr. Dennis Gross Skincare,435.0,P435378,na,2109718,10318,4.6071,28,https://www.sephora.com/product/spectralite-faceware-pro-P435378?icid2=products
Skincare/Treatments/Facial Peels,Alpha Beta® Universal Daily Peel,Dr. Dennis Gross Skincare,17.0,P377533,30 Treatments + 5 Bonus,1499474,53055,4.5049,1020,https://www.sephora.com/product/alpha-beta-universal-daily-peel-P377533?icid2=products
Skincare/Eye Care/Eye Creams & Treatments,Ferulic + Retinol Triple Correction Eye Serum,Dr. Dennis Gross Skincare,69.0,P377531,0.5 oz/ 15 mL,1497841,32391,3.8492,378,https://www.sephora.com/product/ferulic-retinol-triple-correction-eye-serum-P377531?icid2=products
Skincare/High Tech Tools/Facial Cleansing Brushes,Pro Facial Steamer,Dr. Dennis Gross Skincare,149.0,P413613,na,1862325,18311,4.2338,77,https://www.sephora.com/product/pro-facial-steamer-P413613?icid2=products
Skincare/Moisturizers/Moisturizers,Ferulic + Retinol Anti-Aging Moisturizer,Dr. Dennis Gross Skincare,75.0,P384536,1.7 oz/ 50 mL,1581909,10884,4.0827,133,https://www.sephora.com/product/ferulic-retinol-anti-aging-moisturizer-P384536?icid2=products
Skincare/Treatments/Face Serums,C+ Collagen Brighten & Firm Vitamin C Serum,Dr. Dennis Gross Skincare,78.0,P415209,1 oz/ 30 mL,1899202,16777,3.7836,134,https://www.sephora.com/product/c-collagen-brighten-firm-vitamin-c-serum-P415209?icid2=products
Skincare/Moisturizers/Moisturizers,Vitamin C+ Collagen Deep Cream,Dr. Dennis Gross Skincare,72.0,P421957,1.7 oz/ 50 g,1940725,9080,4.0197,203,https://www.sephora.com/product/c-collagen-deep-cream-P421957?icid2=products
Skincare/Treatments/Facial Peels,Alpha Beta® Ultra Gentle Daily Peel for Sensitive Skin,Dr. Dennis Gross Skincare,88.0,P398761,30 treatments + 5 bonus,1722487,10977,4.3962,159,https://www.sephora.com/product/alpha-beta-ultra-gentle-daily-peel-sensitive-skin-P398761?icid2=products
Mini Size/Skincare,Alpha Beta® Extra Strength Daily Peel Mini,Dr. Dennis Gross Skincare,17.0,P425868,5 Treatments,1352194,24604,4.6762,281,https://www.sephora.com/product/alpha-beta-r-peel-extra-strength-daily-peel-mini-P425868?icid2=products
Skincare/Treatments/Face Serums,Ferulic Acid + Retinol Brightening Solution,Dr. Dennis Gross Skincare,88.0,P375269,1 oz/ 30 mL,1450881,27282,4.1276,290,https://www.sephora.com/product/ferulic-acid-retinol-brightening-solution-P375269?icid2=products
Skincare/Treatments/Face Serums,Alpha Beta® Pore Perfecting & Refining Serum,Dr. Dennis Gross Skincare,65.0,P447592,1 oz/ 30 mL,2270544,7211,4.519,1393,https://www.sephora.com/product/alpha-beta-pore-perfecting-refining-serum-P447592?icid2=products
Skincare/Value & Gift Sets,7 Day Mask Experiment Kit,Dr. Jart+,27.5,P447794,na,2264141,17349,4.64,25,https://www.sephora.com/product/7-day-mask-experiment-kit-P447794?icid2=products
Skincare/Masks/Face Masks,Sheet Masks,Dr. Jart+,5.5,P429529,1 Mask,1723840,89336,4.209,421,https://www.sephora.com/product/sheet-masks-P429529?skuId=1622455&icid2=products
Skincare/Value & Gift Sets,Cica-Care Experiment Kit,Dr. Jart+,43.5,P449892,na,2264133,4977,4.625,8,https://www.sephora.com/product/cica-care-experiment-kit-P449892?icid2=products
Skincare/Value & Gift Sets,Cera-Care Experiment Kit,Dr. Jart+,40.0,P449891,na,2264158,4813,4.2857,7,https://www.sephora.com/product/cera-care-experiment-kit-P449891?icid2=products
Skincare/Moisturizers/Moisturizers,Ceramidin™ Cream,Dr. Jart+,48.0,P434363,1.69 oz/ 50 mL,2077840,31240,4.5984,1108,https://www.sephora.com/product/ceramidin-tm-cream-P434363?icid2=products
Makeup/Face/BB & CC Cream,Premium Beauty Balm SPF 45,Dr. Jart+,39.0,P285403,1.5 oz/ 40 mL,1327915,56203,4.2292,2806,https://www.sephora.com/product/premium-beauty-balm-spf-45-P285403?icid2=products
Skincare/Value & Gift Sets,Mini Must-Haves Experiment Kit,Dr. Jart+,20.0,P449890,na,2264166,6870,4.5,8,https://www.sephora.com/product/mini-must-haves-experiment-kit-P449890?icid2=products
Skincare/Moisturizers/BB & CC Creams,Cicapair™ Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,18.0,P411540,1.7 fl. oz/ 50 mL,1855709,81803,4.211,2488,https://www.sephora.com/product/cicapair-tiger-grass-color-correcting-treatment-spf-30-P411540?icid2=products
